tconst,averageRating,numVotes
tt0104839,6.0,25815
tt4981966,7.9,25813
tt0080716,6.6,25809
tt0253828,8.9,25798
tt0101178,7.5,25793
tt9537292,7.3,25791
tt0372873,3.5,25782
tt0425118,8.1,25779
tt5607096,6.6,25771
tt11979940,8.3,25770
tt0047849,7.7,25769
tt0208874,6.9,25769
tt32730754,6.2,25767
tt13580784,7.3,25763
tt1183923,6.9,25760
tt10062556,4.2,25751
tt5779228,5.7,25751
tt1666185,5.9,25748
tt2070649,8.0,25748
tt7945720,7.3,25742
tt2167202,4.4,25740
tt0411195,7.2,25738
tt0054130,7.9,25736
tt0331468,5.0,25731
tt9522300,8.5,25731
tt27802490,6.9,25728
tt0955322,7.7,25725
tt0485842,8.3,25718
tt0087957,6.5,25716
tt0251439,8.2,25716
tt0367085,4.6,25716
tt10192406,6.6,25714
tt6836936,5.1,25713
tt8485364,6.1,25713
tt0104427,6.6,25712
tt15017118,7.7,25706
tt7445494,7.8,25705
tt2725962,6.9,25704
tt3704700,6.6,25704
tt0082484,7.3,25703
tt0831884,6.6,25697
tt0926762,7.2,25696
tt13361448,7.3,25688
tt1826590,6.0,25688
tt2608224,7.6,25686
tt0088206,4.4,25680
tt0100114,5.9,25678
tt0098625,6.1,25677
tt7983894,6.5,25676
tt1054485,7.1,25675
tt0955346,7.6,25674
tt1424310,6.0,25673
tt33990561,9.6,25669
tt10883092,9.8,25666
tt0055683,7.0,25658
tt0055277,7.2,25656
tt0100234,8.2,25647
tt0114594,7.0,25644
tt0051658,6.6,25640
tt12187284,9.4,25640
tt0489235,6.1,25634
tt3186130,7.7,25631
tt11261206,6.5,25623
tt0278500,6.8,25614
tt30970235,7.8,25611
tt5440700,7.3,25603
tt0160916,6.0,25599
tt3623726,6.0,25596
tt0106881,7.0,25593
tt21975436,8.3,25589
tt6116060,7.8,25585
tt0080923,6.5,25581
tt0112572,6.2,25579
tt0400525,6.2,25573
tt8101850,8.2,25573
tt7971476,7.5,25569
tt4736550,7.0,25558
tt0976014,7.6,25555
tt24176060,6.4,25555
tt3005840,8.3,25548
tt3297330,6.4,25542
tt6723674,9.1,25536
tt23778968,7.0,25533
tt3155320,6.5,25531
tt0222851,7.1,25530
tt1492030,7.6,25528
tt0083722,6.2,25526
tt0050706,7.6,25517
tt19356262,5.4,25515
tt0412922,7.4,25508
tt2659414,8.1,25503
tt0465142,5.5,25498
tt0775552,5.4,25495
tt0211465,6.1,25491
tt15716776,7.4,25491
tt0323033,5.9,25488
tt8884146,8.4,25479
tt28479262,7.6,25477
tt8741290,7.4,25472
tt4285496,7.8,25467
tt0276816,6.1,25461
tt22939186,5.5,25457
tt0804452,3.2,25450
tt2515086,4.4,25441
tt0231775,5.4,25436
tt3038178,8.5,25431
tt0109592,7.0,25430
tt8543956,9.0,25429
tt3104224,8.8,25428
tt1637574,8.2,25425
tt2581244,5.7,25425
tt0079540,6.2,25401
tt5091548,6.9,25401
tt1582248,6.8,25398
tt5664636,5.6,25384
tt0361089,5.5,25380
tt3069226,8.1,25378
tt0449061,6.3,25377
tt0367093,3.6,25375
tt3837246,7.9,25368
tt0032484,7.4,25363
tt0071141,8.0,25354
tt4383594,5.3,25350
tt4593128,8.6,25341
tt1542768,5.9,25334
tt0092666,6.0,25327
tt0057163,7.8,25325
tt10075318,6.9,25325
tt8733182,8.9,25322
tt0112922,7.3,25321
tt16450274,6.4,25319
tt2243389,5.6,25314
tt1767382,5.2,25313
tt0163503,8.4,25308
tt8550054,6.3,25308
tt0844760,4.4,25302
tt0038669,7.7,25299
tt8633464,6.6,25298
tt6143796,7.8,25295
tt6170874,6.9,25294
tt16183464,6.7,25290
tt10327354,7.7,25282
tt1051907,7.8,25273
tt8310486,5.2,25271
tt0249327,7.4,25268
tt0210234,6.1,25255
tt4593132,8.8,25251
tt12672536,6.7,25250
tt9788484,7.9,25250
tt8755226,6.7,25244
tt23554840,7.1,25243
tt0203166,7.4,25239
tt4374208,8.2,25239
tt12783454,4.8,25236
tt0117011,5.6,25232
tt27580496,7.9,25230
tt0112681,7.4,25226
tt2471640,7.5,25224
tt0924129,6.7,25221
tt6932874,5.9,25211
tt0093223,7.2,25209
tt26445483,5.5,25208
tt1226236,7.0,25207
tt0092048,7.9,25205
tt1672189,6.5,25198
tt5977276,6.4,25197
tt3086098,8.2,25191
tt0338427,6.3,25186
tt0073705,6.3,25180
tt3819668,7.1,25180
tt0486640,4.5,25171
tt1995390,6.3,25155
tt3595298,4.4,25155
tt1129423,6.5,25154
tt0091480,8.0,25152
tt0057831,7.6,25150
tt0062138,7.3,25148
tt0279331,6.6,25146
tt31522415,6.0,25142
tt0804463,6.1,25141
tt22727518,8.8,25136
tt13841824,8.4,25126
tt3895286,9.4,25119
tt0942384,7.6,25113
tt0160399,6.2,25111
tt0104756,7.3,25104
tt3447364,7.6,25102
tt0084868,8.2,25097
tt7545524,6.7,25095
tt13052876,8.9,25084
tt20859920,8.7,25082
tt5785170,7.2,25067
tt7026672,6.4,25065
tt0083798,6.8,25064
tt26656917,7.4,25050
tt3171832,5.9,25050
tt1829012,5.3,25048
tt0082377,5.5,25043
tt1563069,4.0,25035
tt2828996,4.7,25031
tt0892767,5.5,25028
tt21940010,7.3,25025
tt1735485,5.8,25022
tt30889755,6.4,25020
tt1353056,8.5,25010
tt6264938,7.4,25008
tt0172396,7.0,25005
tt12439466,7.3,25003
tt1985019,6.3,24997
tt31433814,6.1,24996
tt0084865,7.6,24991
tt0416394,8.3,24990
tt2291540,6.2,24983
tt0077663,6.9,24982
tt0098253,7.5,24977
tt0084335,7.7,24963
tt0411705,4.8,24958
tt0301976,6.9,24957
tt1294970,5.7,24952
tt0102015,8.1,24950
tt0100519,7.3,24949
tt1085779,5.7,24946
tt0156934,5.4,24941
tt0360556,5.0,24940
tt10161312,8.0,24938
tt2302966,7.4,24932
tt3347976,6.9,24924
tt1559549,7.4,24921
tt0076141,6.6,24918
tt6788942,7.6,24918
tt4701724,6.1,24917
tt0055184,7.2,24906
tt1305591,5.4,24905
tt2375779,4.1,24893
tt0991178,7.6,24891
tt13139228,6.6,24866
tt13304410,7.4,24866
tt2513074,6.2,24866
tt0071994,7.3,24860
tt7053188,7.1,24849
tt0465502,5.9,24845
tt0086817,8.0,24843
tt2140037,5.9,24842
tt14564000,5.4,24839
tt0089114,6.4,24835
tt0033804,7.7,24830
tt1508675,7.2,24826
tt1751105,7.8,24824
tt8543952,8.5,24824
tt3674140,8.4,24823
tt7078710,7.4,24821
tt6723700,9.0,24819
tt0054248,8.2,24816
tt8752440,6.9,24811
tt1798632,4.6,24809
tt1821593,7.3,24808
tt8543946,8.7,24797
tt2717860,6.0,24795
tt0056085,7.1,24791
tt2974918,4.9,24789
tt1322930,6.8,24787
tt0942903,7.2,24784
tt0104412,6.5,24775
tt5306972,5.3,24766
tt0081554,7.2,24761
tt18272208,6.3,24759
tt2733252,7.8,24759
tt1000777,8.4,24757
tt19838634,6.0,24757
tt2379308,8.1,24757
tt3721954,7.6,24757
tt0421384,8.2,24755
tt9351980,7.4,24753
tt0120620,6.4,24748
tt11703050,6.8,24748
tt1753968,6.6,24742
tt0085033,6.8,24741
tt0064541,7.9,24740
tt8080122,8.1,24740
tt36170608,9.7,24739
tt0102719,4.9,24732
tt13586204,5.3,24731
tt0101316,6.8,24727
tt0085255,6.4,24720
tt1844923,8.2,24718
tt0102943,7.0,24716
tt1810683,7.3,24715
tt28362963,7.5,24715
tt0117608,5.9,24710
tt1758589,7.5,24708
tt8980602,7.0,24708
tt10050772,8.0,24694
tt0093185,7.0,24691
tt28814949,8.0,24689
tt0045897,7.2,24688
tt0095270,7.0,24680
tt0370194,8.0,24662
tt5218268,9.3,24658
tt2882328,7.9,24653
tt0108188,7.4,24652
tt6199572,4.7,24652
tt11581174,8.0,24651
tt5286444,7.6,24651
tt0484740,6.4,24648
tt0105128,4.9,24646
tt3689498,8.1,24645
tt1356864,6.1,24644
tt0346293,7.2,24642
tt2393845,5.8,24638
tt9788486,7.8,24635
tt0445620,7.4,24631
tt7830574,8.0,24610
tt30317229,6.2,24608
tt0056291,7.4,24606
tt15445056,6.8,24605
tt0058625,8.4,24603
tt0464913,7.0,24603
tt5322012,5.1,24601
tt3498622,7.3,24590
tt2543328,8.1,24585
tt4645330,6.8,24580
tt3963816,5.5,24578
tt3230908,9.8,24572
tt3321300,6.2,24567
tt0117057,6.6,24565
tt23900194,5.1,24565
tt0315297,5.3,24564
tt0099726,6.7,24558
tt4082744,8.6,24557
tt4227538,8.8,24553
tt10073984,7.0,24550
tt11172054,8.6,24547
tt3079768,6.7,24544
tt1724970,5.3,24543
tt2004432,6.2,24540
tt1196204,6.8,24538
tt0103596,5.4,24533
tt0480271,4.8,24532
tt29439114,6.8,24531
tt0326905,6.6,24528
tt0058430,7.8,24526
tt0118755,5.9,24522
tt0111693,6.6,24511
tt0403217,5.7,24510
tt11112808,4.3,24505
tt1319735,7.2,24504
tt11630814,8.8,24499
tt21308888,6.3,24492
tt0078163,6.6,24490
tt0102005,6.1,24490
tt0934706,6.9,24487
tt15441054,5.1,24484
tt31022050,5.7,24482
tt4439620,4.5,24481
tt0112688,6.9,24476
tt29452438,9.7,24475
tt13776714,8.9,24472
tt0090563,7.3,24470
tt0376127,8.4,24470
tt11703244,6.0,24456
tt0090357,6.8,24453
tt0027996,7.8,24448
tt0210418,7.4,24445
tt0100318,6.4,24444
tt9179096,7.2,24442
tt19885626,7.6,24441
tt0159382,7.0,24440
tt1194263,7.0,24439
tt2669746,9.8,24435
tt0111797,7.8,24431
tt7911884,8.9,24431
tt1893273,6.7,24423
tt0122459,7.0,24419
tt9076562,6.3,24419
tt27487934,5.7,24402
tt5565334,6.9,24402
tt3952222,7.2,24393
tt6020684,8.1,24392
tt12005128,7.3,24390
tt0074102,6.6,24386
tt0118589,2.4,24381
tt5804038,7.9,24374
tt0335563,6.5,24373
tt0101635,5.9,24371
tt10234362,6.7,24360
tt4823776,5.9,24357
tt0948103,8.3,24349
tt1928340,5.6,24349
tt2937366,5.7,24348
tt21152040,9.5,24345
tt26733317,6.0,24344
tt0091886,7.3,24340
tt4733640,6.3,24340
tt0115678,7.3,24339
tt1425244,8.1,24339
tt13405810,6.7,24336
tt1231586,6.1,24333
tt0029870,7.9,24326
tt1780441,7.8,24326
tt3175038,6.6,24324
tt0095403,7.1,24323
tt31176520,6.7,24322
tt13872248,6.5,24319
tt28453133,9.3,24318
tt0964587,5.8,24315
tt0892700,7.5,24300
tt14674086,8.3,24298
tt0938305,5.6,24296
tt21059520,7.3,24294
tt4592410,8.2,24292
tt3835080,5.1,24289
tt0060138,7.7,24288
tt11327514,7.3,24286
tt0214388,5.8,24283
tt15302222,5.8,24276
tt6020808,9.1,24270
tt1373215,4.6,24268
tt1302067,4.6,24267
tt0014429,8.1,24254
tt1399045,5.5,24254
tt13778978,8.3,24251
tt3577624,6.8,24247
tt6745550,5.7,24245
tt0082118,6.2,24234
tt0031725,7.8,24223
tt0022286,7.6,24214
tt0067445,7.3,24212
tt0138946,6.4,24210
tt2061702,7.8,24210
tt0420087,6.7,24207
tt0099850,6.5,24204
tt0089118,6.7,24198
tt0108185,6.3,24195
tt0379632,8.2,24193
tt0421030,7.7,24192
tt3502262,7.8,24191
tt0460690,8.0,24190
tt0101829,7.5,24189
tt4667094,3.5,24183
tt7170950,6.1,24177
tt1731701,5.4,24165
tt6723670,8.5,24165
tt0086617,7.1,24164
tt11398870,8.2,24157
tt20603310,9.6,24155
tt0038854,7.4,24153
tt0063759,7.5,24150
tt1230385,7.3,24150
tt0312109,7.2,24146
tt4805316,6.2,24142
tt15387022,5.2,24137
tt21217912,7.4,24137
tt0145653,7.3,24132
tt4088268,7.0,24132
tt0346094,7.5,24126
tt0097366,6.1,24125
tt0104040,6.9,24116
tt0055256,7.8,24112
tt7775902,8.7,24105
tt0103924,5.9,24102
tt11260832,6.1,24101
tt0366780,6.7,24097
tt13875494,7.1,24096
tt5024912,8.1,24096
tt0180748,7.3,24091
tt0374563,4.6,24089
tt0108186,5.9,24084
tt3501112,5.8,24075
tt8169446,5.5,24065
tt0041090,7.4,24062
tt0060955,7.6,24057
tt0097722,7.4,24052
tt0388182,6.6,24051
tt28267514,5.9,24051
tt6025022,8.7,24050
tt12187028,9.1,24044
tt0098354,6.5,24042
tt0099558,7.2,24040
tt0425333,8.1,24035
tt1042877,7.0,24033
tt8609526,8.1,24020
tt0491203,6.2,24016
tt23476986,5.1,24016
tt1229413,7.2,24003
tt12614214,7.3,23999
tt2568204,7.7,23995
tt0098878,8.4,23985
tt22050754,4.6,23984
tt0072926,6.4,23983
tt0241025,6.2,23981
tt4103724,6.6,23981
tt1179025,6.3,23980
tt2515030,6.5,23970
tt14899624,7.2,23968
tt0430770,5.0,23966
tt0110684,7.3,23960
tt1848902,7.4,23947
tt0240684,5.5,23944
tt1740047,7.0,23938
tt0416960,8.4,23937
tt5013984,2.7,23936
tt2218003,6.2,23934
tt5595168,6.7,23934
tt0422091,6.6,23921
tt12981674,8.3,23907
tt2239832,5.7,23904
tt5827228,7.1,23904
tt0095519,6.3,23903
tt6217926,6.3,23898
tt0437005,7.2,23892
tt0088727,8.5,23886
tt0106627,5.8,23886
tt13847624,9.1,23877
tt0086312,7.1,23876
tt7212726,5.5,23873
tt0073812,6.6,23872
tt0837106,6.6,23870
tt27484657,9.0,23868
tt11540284,6.7,23865
tt2617828,7.5,23865
tt0119891,5.4,23864
tt0308506,5.4,23863
tt4912412,8.0,23862
tt31215636,7.1,23859
tt0418773,6.9,23847
tt1018765,6.1,23847
tt0110678,6.1,23840
tt0293007,7.6,23836
tt0947176,8.4,23836
tt0795434,7.1,23830
tt29383379,6.7,23828
tt3444312,6.8,23822
tt6723672,8.6,23822
tt2321297,8.8,23820
tt5997666,5.1,23820
tt0365885,6.8,23816
tt0087755,6.8,23801
tt15006566,7.5,23798
tt10166602,8.0,23787
tt0108149,6.8,23784
tt4094300,7.9,23782
tt8542964,6.2,23782
tt0098577,6.1,23779
tt0339230,6.7,23778
tt0110076,7.5,23772
tt5834760,5.8,23766
tt0449999,6.1,23765
tt1233381,7.3,23763
tt12877640,5.7,23759
tt32550887,6.2,23757
tt4196566,5.1,23751
tt0083111,7.1,23747
tt5614844,6.6,23747
tt2316801,6.4,23742
tt6723698,8.6,23742
tt0095468,7.9,23730
tt0055471,7.7,23729
tt5822564,5.6,23728
tt28912858,6.5,23725
tt0065377,6.6,23719
tt6950476,4.3,23712
tt0951216,5.9,23711
tt0961097,6.7,23711
tt0056736,7.7,23707
tt0883772,8.1,23706
tt0164961,6.4,23705
tt6723692,8.4,23705
tt0408524,5.8,23700
tt1714204,7.5,23695
tt0104990,6.9,23694
tt0083833,7.0,23691
tt5057130,7.8,23690
tt2085910,6.2,23680
tt2171867,5.2,23679
tt0116704,6.6,23678
tt2403029,3.3,23674
tt0443456,6.5,23670
tt0107473,6.2,23660
tt0070016,6.9,23659
tt6198946,5.6,23659
tt0858479,6.1,23658
tt0383060,4.4,23652
tt0974554,6.7,23649
tt5563324,5.3,23633
tt11239552,8.1,23632
tt26749845,8.9,23632
tt0091431,6.9,23630
tt0469263,6.3,23630
tt2183641,8.1,23630
tt29082210,9.5,23627
tt0965394,7.3,23625
tt4051832,8.0,23623
tt1816518,7.8,23622
tt0113799,7.5,23619
tt0115907,6.2,23609
tt0103247,6.7,23607
tt0210616,6.7,23605
tt2062700,5.6,23599
tt7451284,5.6,23588
tt7640050,7.9,23583
tt14592064,6.0,23573
tt2793490,6.0,23569
tt8050756,8.6,23566
tt0760311,6.7,23565
tt8504014,6.8,23563
tt0071970,7.1,23556
tt0491747,7.5,23555
tt0043137,7.6,23548
tt28228231,5.9,23548
tt3858672,8.6,23548
tt0467110,4.8,23545
tt0077594,5.9,23544
tt0439289,6.1,23544
tt1016301,6.6,23544
tt7255568,2.2,23543
tt6439020,6.4,23542
tt0089606,7.6,23541
tt0094072,6.6,23533
tt1748207,6.5,23532
tt9860728,5.7,23532
tt9231040,7.1,23530
tt0295254,3.4,23528
tt0293416,7.2,23526
tt0422774,4.3,23524
tt11171932,8.1,23517
tt1712064,9.1,23517
tt10161320,8.7,23509
tt28912758,6.7,23504
tt14642626,6.0,23501
tt0262985,8.5,23499
tt22797582,7.5,23499
tt2388637,6.4,23497
tt0100449,6.8,23496
tt0059183,7.5,23491
tt27580486,7.1,23489
tt0060550,8.1,23488
tt0083466,8.3,23488
tt10763820,5.7,23487
tt1434447,7.5,23483
tt27713897,8.0,23483
tt6729080,6.8,23476
tt13069986,4.8,23473
tt0049513,7.3,23470
tt7671064,6.8,23468
tt0100212,6.3,23467
tt0235923,8.4,23459
tt0312843,6.5,23444
tt7458762,6.9,23437
tt2238032,5.6,23435
tt0044837,8.0,23434
tt0064349,7.3,23434
tt0130414,7.1,23433
tt7074030,9.6,23430
tt4279012,7.8,23428
tt6017756,6.3,23415
tt0083624,6.2,23414
tt0095082,7.2,23414
tt5275892,8.9,23407
tt0057187,7.3,23405
tt1921149,7.1,23401
tt4682788,6.4,23398
tt7715202,6.7,23397
tt0109287,5.3,23395
tt8772224,9.4,23389
tt7466442,7.0,23382
tt1693592,8.2,23381
tt14463484,5.5,23380
tt0400234,8.4,23372
tt0412915,6.2,23371
tt0102004,6.4,23370
tt2244495,8.5,23370
tt0039302,7.5,23367
tt0057729,8.0,23366
tt1926313,7.6,23355
tt32058735,5.8,23355
tt0094027,7.3,23354
tt1014762,8.5,23353
tt2509850,6.3,23353
tt0489282,5.2,23351
tt1023500,6.0,23350
tt5360952,5.1,23350
tt6763252,7.3,23349
tt3707106,5.3,23348
tt0469903,7.2,23347
tt27668559,8.2,23343
tt8143990,6.4,23342
tt0280030,5.8,23340
tt27580490,6.4,23339
tt0118760,7.0,23330
tt11628854,5.8,23327
tt1753496,6.4,23327
tt4832262,9.5,23327
tt0488414,8.0,23325
tt13056008,5.4,23325
tt0129690,8.6,23324
tt0090927,5.6,23323
tt2621000,7.5,23318
tt8235236,6.8,23314
tt9788510,8.3,23310
tt14268898,8.3,23308
tt4987556,8.4,23305
tt0120202,6.7,23302
tt1235796,6.8,23300
tt1389127,5.7,23298
tt0092603,7.8,23296
tt0177858,7.6,23294
tt8242904,8.0,23292
tt8649186,7.7,23292
tt1230165,7.7,23289
tt0096316,6.9,23287
tt0780362,8.3,23287
tt11097240,6.8,23287
tt27501039,6.5,23286
tt5536610,7.2,23284
tt26749846,8.4,23277
tt28106741,5.8,23271
tt1318517,6.3,23267
tt0093407,6.4,23264
tt0101081,7.5,23262
tt18075020,6.5,23259
tt1966359,5.5,23255
tt0757361,6.0,23248
tt0115632,6.9,23247
tt0173886,6.5,23244
tt0479751,7.6,23243
tt1486190,6.2,23240
tt5822112,7.4,23235
tt2215477,6.4,23233
tt7911930,8.7,23233
tt0318974,6.1,23232
tt11768948,7.8,23229
tt14069590,7.7,23228
tt0050086,7.6,23218
tt18926098,6.2,23205
tt4935372,6.3,23205
tt0048261,7.5,23204
tt0051411,7.9,23201
tt8836988,6.6,23200
tt0490822,5.6,23197
tt0088178,8.7,23191
tt1181917,6.4,23189
tt5882970,4.0,23188
tt1134854,4.8,23183
tt4602768,7.6,23181
tt6910020,2.4,23179
tt0199683,7.7,23178
tt0421291,8.6,23173
tt15128068,7.4,23170
tt0090103,7.0,23161
tt0063939,7.6,23155
tt0042804,8.2,23154
tt5913798,4.1,23153
tt7424200,6.7,23141
tt5723286,6.4,23137
tt0076451,6.6,23133
tt0245238,6.8,23131
tt1094581,9.1,23123
tt13119450,9.5,23116
tt1092633,5.7,23096
tt1876277,7.1,23089
tt4951982,6.6,23089
tt0115986,4.6,23088
tt0058700,6.7,23081
tt0092618,7.1,23080
tt0808244,6.6,23079
tt10869778,7.9,23073
tt0433412,4.0,23068
tt4652838,9.1,23066
tt5957766,7.8,23060
tt7525778,5.6,23058
tt0054189,7.7,23050
tt1797530,8.7,23050
tt0095088,6.6,23048
tt25433734,8.2,23041
tt1847731,7.4,23040
tt2386404,6.3,23034
tt0118364,6.9,23031
tt0081383,5.3,23027
tt1046947,6.6,23026
tt6338498,6.7,23025
tt0120753,5.7,23019
tt13366604,7.2,23015
tt0082817,6.3,23007
tt1349451,6.2,22999
tt7690818,8.9,22990
tt11656892,7.6,22987
tt7608418,5.8,22979
tt6205872,6.0,22972
tt0109402,5.9,22965
tt0076590,6.3,22941
tt6724368,7.8,22932
tt4555364,6.8,22926
tt0441774,6.4,22923
tt26545355,7.8,22920
tt6020792,8.2,22919
tt0377752,7.7,22915
tt5096470,5.6,22905
tt0884224,5.5,22904
tt2011159,5.6,22904
tt0091983,6.9,22899
tt1650048,7.6,22896
tt4479380,5.3,22894
tt0048434,8.6,22888
tt15315164,5.7,22884
tt0110027,4.5,22879
tt5990474,7.2,22874
tt3766394,6.6,22867
tt2581458,8.2,22866
tt0099615,6.5,22863
tt0075223,6.9,22862
tt0259141,7.4,22860
tt6378710,6.2,22858
tt0097858,6.6,22853
tt0108872,8.4,22850
tt35295730,1.8,22846
tt7709720,7.2,22846
tt2674806,8.5,22829
tt7911866,8.2,22825
tt2953250,7.4,22820
tt14152140,6.7,22818
tt10687506,6.8,22817
tt0432402,6.3,22814
tt2309021,5.9,22813
tt0025452,6.7,22811
tt13472984,6.8,22811
tt0083908,7.0,22799
tt11950098,8.8,22792
tt8343768,7.7,22792
tt1151922,5.0,22788
tt1632479,8.3,22788
tt26230388,9.7,22780
tt0102782,5.2,22776
tt0081933,7.2,22775
tt1071804,6.8,22773
tt4353250,7.2,22772
tt5206260,6.4,22769
tt4025514,7.4,22767
tt2625810,5.8,22765
tt13919802,6.3,22763
tt21027866,7.4,22763
tt0071249,7.4,22761
tt0095990,5.7,22752
tt0028597,7.6,22750
tt3137630,6.3,22749
tt0312549,6.8,22748
tt0311648,7.0,22743
tt3908142,6.2,22743
tt5970844,4.1,22735
tt0058888,8.3,22731
tt11171954,8.3,22725
tt0124879,6.8,22716
tt9348692,7.7,22711
tt6048930,5.4,22709
tt5905354,7.7,22706
tt1540125,9.5,22700
tt14781036,5.5,22698
tt1277737,7.9,22696
tt0120646,6.3,22690
tt0074899,6.8,22688
tt0096557,7.6,22682
tt0101698,7.2,22681
tt0070698,6.8,22674
tt0768212,6.2,22668
tt1577061,4.3,22665
tt4045450,5.2,22663
tt6466208,8.2,22659
tt0105929,8.2,22658
tt7923220,5.6,22658
tt7363076,7.4,22654
tt6020806,8.8,22652
tt0073018,6.7,22651
tt0118289,6.5,22651
tt0437800,7.4,22650
tt0443559,6.0,22649
tt0070518,7.2,22646
tt0039190,7.6,22640
tt12074628,8.5,22629
tt0300865,6.7,22621
tt9098872,8.3,22619
tt0071771,7.1,22614
tt6752992,7.5,22611
tt0366005,7.2,22608
tt6060156,6.8,22608
tt0109676,5.6,22607
tt0109508,8.0,22606
tt1989475,6.4,22606
tt13911284,8.1,22604
tt14192814,8.2,22597
tt4192782,7.2,22595
tt8343770,8.5,22595
tt1594918,7.0,22593
tt0046521,7.8,22592
tt0264508,6.2,22592
tt0319931,4.3,22592
tt1804271,9.3,22590
tt2398149,7.2,22585
tt13429870,7.6,22582
tt7431994,7.6,22574
tt0113305,6.5,22561
tt0318034,7.2,22561
tt7765404,8.3,22561
tt5959980,8.4,22555
tt0901507,6.7,22551
tt0108432,6.6,22543
tt0246464,6.4,22543
tt0321021,7.0,22542
tt0382189,6.7,22540
tt13106190,8.9,22533
tt0115438,6.5,22521
tt7911914,8.5,22495
tt4935334,5.9,22491
tt0157583,6.4,22490
tt8993398,8.0,22490
tt0433416,7.5,22487
tt0489018,4.5,22484
tt2383068,6.1,22483
tt0253997,8.5,22476
tt0087892,7.3,22468
tt16913068,5.6,22468
tt0995868,7.1,22467
tt3707104,5.8,22467
tt8707922,5.4,22467
tt1797469,6.8,22466
tt5056196,7.7,22465
tt6020796,8.5,22455
tt2172103,7.3,22453
tt0386180,7.1,22452
tt14833612,7.5,22447
tt22893404,6.4,22447
tt0054407,8.5,22445
tt7455754,7.8,22439
tt0184791,6.1,22435
tt4244162,4.7,22434
tt4196450,6.5,22433
tt11407524,8.5,22432
tt0099385,5.7,22427
tt0070992,7.4,22424
tt0164114,5.8,22416
tt0339135,6.1,22416
tt8925010,8.4,22413
tt0106452,6.0,22411
tt7945440,5.8,22409
tt0080437,7.1,22403
tt2069441,7.4,22402
tt0417433,5.8,22394
tt5278506,7.4,22394
tt0434124,7.1,22393
tt28857177,8.6,22393
tt0095583,6.0,22392
tt9691186,9.5,22392
tt2177489,7.3,22391
tt11172012,8.5,22389
tt9845564,6.2,22387
tt0067741,6.6,22386
tt8343780,8.8,22385
tt0337103,5.9,22382
tt0144168,6.2,22377
tt0091860,6.9,22371
tt1369845,6.2,22350
tt0106115,7.9,22336
tt1054486,7.2,22332
tt0318761,6.5,22330
tt0780607,6.0,22326
tt7911894,8.5,22326
tt0133046,5.3,22321
tt5670152,5.9,22320
tt9447956,6.6,22320
tt0361411,6.2,22319
tt0068768,6.4,22318
tt1703957,6.5,22318
tt5814592,6.6,22315
tt0065088,7.8,22311
tt0077355,6.9,22299
tt0119791,6.2,22299
tt2309260,4.2,22296
tt1648204,6.9,22290
tt0208990,7.3,22277
tt13029044,5.0,22271
tt13841820,7.9,22269
tt0872230,4.8,22264
tt13776690,8.3,22259
tt0417397,7.0,22252
tt0098769,9.0,22251
tt0119896,5.5,22248
tt0057611,7.7,22244
tt0000439,7.2,22236
tt0186894,5.8,22233
tt1630036,6.9,22232
tt11934846,7.0,22231
tt2917388,6.1,22226
tt5884784,5.2,22225
tt21957774,5.2,22219
tt0100485,6.2,22218
tt21328106,5.6,22212
tt7618184,7.2,22210
tt0116260,6.2,22205
tt0120772,6.0,22205
tt2784512,4.8,22204
tt1252380,5.2,22203
tt10329614,6.0,22198
tt0902272,6.9,22196
tt2368553,6.0,22194
tt7363104,7.1,22188
tt9419264,7.4,22187
tt0110265,6.4,22185
tt6020802,8.5,22185
tt0314063,5.9,22184
tt3672840,5.9,22173
tt2677722,6.5,22172
tt13801578,6.4,22171
tt13397574,6.3,22168
tt1545660,5.6,22166
tt0479500,5.9,22161
tt12187036,8.6,22155
tt0379225,8.0,22150
tt4131496,5.9,22138
tt3337194,6.8,22137
tt6297682,7.7,22131
tt3859076,6.8,22129
tt0482629,7.3,22127
tt0120777,6.4,22126
tt1320291,5.8,22126
tt0102789,6.2,22119
tt7278862,8.6,22118
tt1748197,4.4,22113
tt11012066,3.6,22111
tt5255710,7.6,22109
tt12197698,8.1,22106
tt33998607,9.2,22106
tt0116421,5.4,22103
tt0877058,9.6,22102
tt0464049,6.8,22101
tt2368254,6.7,22095
tt11674730,6.9,22080
tt6484982,7.6,22080
tt0037674,8.3,22077
tt2486678,7.1,22077
tt1639084,6.7,22075
tt1188982,5.0,22072
tt0087365,6.4,22071
tt0070040,7.7,22070
tt12810074,5.5,22069
tt0248408,6.7,22065
tt0338763,4.6,22063
tt1826805,7.1,22057
tt0253779,8.8,22054
tt2258858,7.5,22051
tt0465925,6.1,22046
tt1220888,5.9,22041
tt13840902,6.4,22039
tt11821912,6.0,22037
tt32514856,8.5,22035
tt0109759,7.0,22023
tt0059260,7.1,22022
tt27580491,6.8,22020
tt0120866,7.0,22019
tt9173418,4.7,22017
tt1659343,5.1,22015
tt0080377,6.1,22013
tt11007006,8.9,22012
tt0079766,7.2,22005
tt0023649,7.4,22001
tt3608930,6.1,21998
tt31433402,5.1,21992
tt7259746,8.5,21992
tt0039420,7.8,21991
tt0060397,6.8,21985
tt7263154,7.8,21983
tt15358446,7.5,21981
tt0374271,7.2,21979
tt1680114,6.6,21975
tt4630546,9.4,21973
tt1702425,5.5,21970
tt2521668,8.0,21967
tt2739708,8.7,21964
